Date,Open,High,Low,Close,Adj Close,Volume,change_pct
2020-04-30,180.000000,180.399994,176.229996,179.210007,177.407196,53875900,-0.4388850000000054
2020-05-01,175.800003,178.639999,174.009995,174.570007,172.813858,39370500,-0.6996564158192875
2020-05-04,174.490005,179.000000,173.800003,178.839996,177.040894,30372900,2.49297431105009
2020-05-05,180.619995,183.649994,179.899994,180.759995,178.941589,36839200,0.07751079829230136
2020-05-06,182.080002,184.199997,181.630005,182.539993,180.703674,32139300,0.2526312582092361
2020-05-07,184.169998,184.550003,182.580002,183.600006,181.753021,28316000,-0.309492320242076
2020-05-08,184.979996,185.000000,183.360001,184.679993,182.822144,30912600,-0.16218132040612857
2020-05-11,183.149994,187.509995,182.850006,186.740005,184.861435,30892700,1.960148030362482
2020-05-12,186.800003,187.039993,182.300003,182.509995,180.673965,32038200,-2.296578121575298
2020-05-13,182.550003,184.050003,176.539993,179.750000,177.941742,44711500,-1.5338279671241657
2020-05-14,177.539993,180.690002,175.679993,180.529999,178.713898,41873900,1.6841309664803208
2020-05-15,179.059998,187.059998,177.000000,183.160004,181.317429,46610400,2.2897386606694696
2020-05-18,185.750000,186.199997,183.960007,184.910004,183.049850,35306600,-0.45221857335128585
2020-05-19,185.029999,186.600006,183.490005,183.630005,181.782730,26799100,-0.7566308207135602
2020-05-20,184.809998,185.850006,183.940002,185.660004,184.304169,31261300,0.45993507342604867
2020-05-21,185.399994,186.669998,183.289993,183.429993,182.090454,29119500,-1.0625679955523604
2020-05-22,183.190002,184.460007,182.539993,183.509995,182.169861,20826900,0.17467820105161136
2020-05-26,186.339996,186.500000,181.100006,181.570007,180.244049,36073600,-2.5598310091194856
2020-05-27,180.199997,181.990005,176.600006,181.809998,180.482285,39517100,0.8934522901240731
2020-05-28,180.740005,184.149994,180.380005,181.399994,180.075272,33810200,0.3651593348135605
2020-05-29,182.729996,184.270004,180.410004,183.250000,181.911774,42146700,0.2845750623231011
2020-06-01,182.539993,183.000000,181.460007,182.830002,181.494843,22622400,0.15887422544165306
2020-06-02,184.250000,185.000000,181.350006,184.910004,183.559647,30794600,0.35821112618723827
2020-06-03,184.820007,185.940002,183.580002,185.360001,184.006378,27311000,0.29217291394216166
2020-06-04,184.300003,185.839996,182.300003,182.919998,181.584167,28761800,-0.7487818651853257
2020-06-05,182.619995,187.729996,182.009995,187.199997,185.832916,39893600,2.5079411485034857
2020-06-08,185.940002,188.550003,184.440002,188.360001,186.984451,33211600,1.3014945541411893
