Date,Open,High,Low,Close,Adj Close,Volume,change_pct
2020-04-30,1324.880005,1352.819946,1322.489990,1348.660034,1348.660034,2668900,1.7948817183636199
2020-05-01,1328.500000,1352.069946,1311.000000,1320.609985,1320.609985,2072500,-0.5939040270982272
2020-05-04,1308.229980,1327.660034,1299.000000,1326.800049,1326.800049,1504000,1.41948046474213
2020-05-05,1337.920044,1373.939941,1337.459961,1351.109985,1351.109985,1651500,0.9858542040050408
2020-05-06,1361.689941,1371.119995,1347.290039,1347.300049,1347.300049,1215400,-1.0567671513701917
2020-05-07,1365.939941,1377.599976,1355.270020,1372.560059,1372.560059,1397600,0.48465659442927295
2020-05-08,1383.130005,1398.760010,1375.479980,1388.369995,1388.369995,1386900,0.378850142868532
2020-05-11,1378.280029,1416.530029,1377.151978,1403.260010,1403.260010,1412100,1.8124024490236559
2020-05-12,1407.119995,1415.000000,1374.770020,1375.739990,1375.739990,1390600,-2.230087349444564
2020-05-13,1377.050049,1385.482056,1328.400024,1349.329956,1349.329956,1812600,-2.013005483724427
2020-05-14,1335.020020,1357.420044,1323.910034,1356.130005,1356.130005,1603100,1.5812485718379004
2020-05-15,1350.000000,1374.479980,1339.000000,1373.189941,1373.189941,1707700,1.717773407407414
2020-05-18,1361.750000,1392.324951,1354.250000,1383.939941,1383.939941,1822400,1.6295165044978954
2020-05-19,1386.996948,1392.000000,1373.484985,1373.484985,1373.484985,1280600,-0.974188372907647
2020-05-20,1389.579956,1410.420044,1387.250000,1406.719971,1406.719971,1655400,1.233467345725009
2020-05-21,1408.000000,1415.489990,1393.449951,1402.800049,1402.800049,1385000,-0.3693147017045494
2020-05-22,1396.709961,1412.760010,1391.829956,1410.420044,1410.420044,1309400,0.9815984265039503
2020-05-26,1437.270020,1441.000000,1412.130005,1417.020020,1417.020020,2060600,-1.4089210599411237
2020-05-27,1417.250000,1421.739990,1391.290039,1417.839966,1417.839966,1685800,0.04162751808079054
2020-05-28,1396.859985,1440.839966,1396.000000,1416.729980,1416.729980,1692200,1.4224757823526613
2020-05-29,1416.939941,1432.569946,1413.349976,1428.920044,1428.920044,1820900,0.845491234550489
2020-06-01,1418.390015,1437.959961,1418.000000,1431.819946,1431.819946,1217100,0.9468433123452383
2020-06-02,1430.550049,1439.609985,1418.829956,1439.219971,1439.219971,1278100,0.6060551328533101
2020-06-03,1438.300049,1446.552002,1429.776978,1436.380005,1436.380005,1256200,-0.13349398140776686
2020-06-04,1430.400024,1438.959961,1404.729980,1412.180054,1412.180054,1484300,-1.2737674562567052
2020-06-05,1413.170044,1445.050049,1406.000000,1438.390015,1438.390015,1734900,1.784638098371691
2020-06-08,1422.339966,1447.989990,1422.339966,1446.609985,1446.609985,1404200,1.706344445080442
2020-06-09,1445.359985,1468.000000,1443.209961,1456.160034,1456.160034,1409200,0.7472220839156513
2020-06-10,1459.540039,1474.259033,1456.270020,1465.849976,1465.849976,1525200,0.43232366577098
2020-06-11,1442.479980,1454.474976,1402.000000,1403.839966,1403.839966,1991300,-2.6787209899440034
2020-06-12,1428.489990,1437.000000,1386.020020,1413.180054,1413.180054,1946400,-1.0717566176295088
2020-06-15,1390.800049,1424.800049,1387.920044,1419.849976,1419.849976,1503900,2.0887205907770303
2020-06-16,1445.219971,1455.020020,1425.900024,1442.719971,1442.719971,1709200,-0.17298404742290957
2020-06-17,1447.160034,1460.000000,1431.380005,1451.119995,1451.119995,1549600,0.2736367027117625
2020-06-18,1449.160034,1451.410034,1427.010010,1435.959961,1435.959961,1581900,-0.9108775214815216
2020-06-19,1444.000000,1447.800049,1421.349976,1431.719971,1431.719971,3157900,-0.8504175207756242
2020-06-22,1429.000000,1452.750000,1423.209961,1451.859985,1451.859985,1542400,1.5997190342897167
2020-06-23,1455.640015,1475.941040,1445.239990,1464.410034,1464.410034,1429800,0.6024854297509847
2020-06-24,1461.510010,1475.420044,1429.750000,1431.969971,1431.969971,1756000,-2.0211999095373954
2020-06-25,1429.900024,1442.900024,1420.000000,1441.329956,1441.329956,1230500,0.799351829369576
2020-06-26,1431.390015,1433.449951,1351.989990,1359.900024,1359.900024,4267700,-4.994445277026745
2020-06-29,1358.180054,1395.599976,1347.010010,1394.969971,1394.969971,1810200,2.7087658143446762
2020-06-30,1390.439941,1418.650024,1383.959961,1413.609985,1413.609985,2042400,1.6663822231211323
2020-07-01,1411.099976,1443.000000,1409.819946,1438.040039,1438.040039,1775200,1.9091533880091291
2020-07-02,1446.939941,1482.949951,1446.420044,1464.699951,1464.699951,1859100,1.2274186023039615
2020-07-06,1480.060059,1506.589966,1472.859985,1495.699951,1495.699951,1564000,1.0567065778781444
2020-07-07,1490.000000,1516.800049,1483.550049,1485.180054,1485.180054,1458200,-0.3234863087248371
2020-07-08,1494.319946,1505.880005,1485.630005,1496.000000,1496.000000,1249700,0.11242933646821089
2020-07-09,1506.449951,1522.719971,1488.084961,1510.989990,1510.989990,1423300,0.3013733710161592
2020-07-10,1506.150024,1543.829956,1496.540039,1541.739990,1541.739990,1856300,2.3629761599366415
2020-07-13,1550.000000,1577.131958,1505.243042,1511.339966,1511.339966,1846400,-2.4941957419354837
2020-07-14,1490.310059,1522.949951,1483.500000,1520.579956,1520.579956,1585000,2.0311140502071945
2020-07-15,1523.130005,1535.329956,1498.000000,1513.640015,1513.640015,1610700,-0.6230584368272644
2020-07-16,1500.000000,1518.689941,1486.310059,1518.000000,1518.000000,1519300,1.2
2020-07-17,1521.619995,1523.439941,1498.420044,1515.550049,1515.550049,1456700,-0.3989133962451691
2020-07-20,1515.260010,1570.290039,1503.599976,1565.719971,1565.719971,1557300,3.330118967503143
2020-07-21,1586.989990,1586.989990,1554.280029,1558.420044,1558.420044,1216200,-1.8002600003797171
2020-07-22,1560.500000,1570.000000,1546.099976,1568.489990,1568.489990,932000,0.5120147388657504
2020-07-23,1566.969971,1571.869995,1507.391968,1515.680054,1515.680054,1627600,-3.2731908044969207
2020-07-24,1498.930054,1517.635986,1488.400024,1511.869995,1511.869995,1544000,0.8632785075907278
2020-07-27,1515.599976,1540.969971,1515.209961,1530.199951,1530.199951,1246000,0.9633132245444219
2020-07-28,1525.180054,1526.479980,1497.660034,1500.339966,1500.339966,1702200,-1.6286659358580837
2020-07-29,1506.319946,1531.251953,1501.329956,1522.020020,1522.020020,1106500,1.0422801637654113
2020-07-30,1497.000000,1537.869995,1492.219971,1531.449951,1531.449951,1671400,2.3012659318637314
2020-07-31,1505.010010,1508.949951,1454.030029,1482.959961,1482.959961,3439900,-1.4651097901999965
2020-08-03,1486.640015,1490.469971,1465.640015,1474.449951,1474.449951,2330200,-0.8199741616668305
2020-08-04,1476.569946,1485.560059,1458.650024,1464.969971,1464.969971,1903500,-0.7856028108539116
2020-08-05,1469.300049,1482.410034,1463.459961,1473.609985,1473.609985,1979500,0.2933325975816467
2020-08-06,1471.750000,1502.390015,1466.000000,1500.099976,1500.099976,1995400,1.92627660947851
2020-08-07,1500.000000,1516.844971,1481.640015,1494.489990,1494.489990,1577800,-0.3673339999999977
2020-08-10,1487.180054,1504.074951,1473.079956,1496.099976,1496.099976,1289300,0.5997876300188762
2020-08-11,1492.439941,1510.000000,1478.000000,1480.319946,1480.319946,1454400,-0.8120926455425127
2020-08-12,1485.579956,1512.385986,1485.250000,1506.619995,1506.619995,1437000,1.4162845234295809
2020-08-13,1510.339966,1537.250000,1508.005005,1518.449951,1518.449951,1455200,0.5369642055807223
